Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Shares
GES,GUESS INC,Consumer Discretionary,Equity,19999085,0.03,19999085,930190
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,19937677.88,0.03,19937677.88,813119
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,19935469.05,0.03,19935469.05,1116833
LRN,STRIDE INC,Consumer Discretionary,Equity,19827758.34,0.03,19827758.34,941489
OFG,OFG BANCORP,Financials,Equity,19825308.3,0.03,19825308.3,1104474
DENN,DENNYS CORP,Consumer Discretionary,Equity,19766054.48,0.03,19766054.48,1445944
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,19763199.41,0.03,19763199.41,294139
NVEE,NV5 GLOBAL INC,Industrials,Equity,19750437.36,0.03,19750437.36,255636
KRA,KRATON CORP,Materials,Equity,19741066.26,0.03,19741066.26,732779
SIBN,SI BONE INC,Health Care,Equity,19719551.82,0.03,19719551.82,669367
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,19668857.33,0.03,19668857.33,617159
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,19654620.37,0.03,19654620.37,517363
VIVO,MERIDIAN BIOSCIENCE INC,Health Care,Equity,19625013.2,0.03,19625013.2,1024270
HA,HAWAIIAN HOLDINGS INC,Industrials,Equity,19624020.18,0.03,19624020.18,1089618
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,19584810.96,0.03,19584810.96,570653
KFRC,KFORCE INC,Industrials,Equity,19550597.33,0.03,19550597.33,460339
RDNT,RADNET INC,Health Care,Equity,19505085.45,0.03,19505085.45,1023889
HOME,AT HOME GROUP INC,Consumer Discretionary,Equity,19462947.45,0.03,19462947.45,1284683
PSN,PARSONS CORP,Industrials,Equity,19434680.4,0.03,19434680.4,541356
AFIN,AMERICAN FIN INC TRUST CLASS A,Real Estate,Equity,19416624.15,0.03,19416624.15,2558185
TVTY,TIVITY HEALTH INC,Health Care,Equity,19407416.1,0.03,19407416.1,1018762
PRVB,PROVENTION BIO INC,Health Care,Equity,19405237,0.03,19405237,1121690
PFC,PREMIER FINANCIAL CORP,Financials,Equity,19381572.52,0.03,19381572.52,869909
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,19370652,0.03,19370652,302100
QUOT,QUOTIENT TECHNOLOGY INC,Consumer Discretionary,Equity,19334738.43,0.03,19334738.43,2007761
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,19290581.2,0.03,19290581.2,4384223
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,Equity,19258219.95,0.03,19258219.95,228205
BALY,BALLY S CORP,Consumer Discretionary,Equity,19249281.15,0.03,19249281.15,421671
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,19237484,0.03,19237484,1485520
CXW,CORECIVIC REIT INC,Real Estate,Equity,19235329,0.03,19235329,2816300
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,19229002.52,0.03,19229002.52,2844527
INGN,INOGEN INC,Health Care,Equity,19225166.04,0.03,19225166.04,444924
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,19214334.7,0.03,19214334.7,641012
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,19171231.1,0.03,19171231.1,587174
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,19125967.65,0.03,19125967.65,479949
RESI,FRONT YARD RESIDENTIAL CORP,Real Estate,Equity,19068324.16,0.03,19068324.16,1178512
CKH,SEACOR HOLDINGS INC,Industrials,Equity,19042845.8,0.03,19042845.8,459085
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,18887256.22,0.03,18887256.22,1139159
HNGR,HANGER INC,Health Care,Equity,18881778.96,0.03,18881778.96,859826
HIBB,HIBBETT SPORTS INC,Consumer Discretionary,Equity,18853820.89,0.03,18853820.89,396839
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Equity,18780627.5,0.03,18780627.5,448225
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,Equity,18743612.45,0.03,18743612.45,620855
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,Consumer Discretionary,Equity,18702804.06,0.03,18702804.06,1044266
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,18584608,0.03,18584608,2323076
CSTL,CASTLE BIOSCIENCES INC,Health Care,Equity,18532627.3,0.03,18532627.3,277310
VIE,VIELA BIO INC,Health Care,Equity,18527128.92,0.03,18527128.92,509547
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,18415148.08,0.03,18415148.08,411236
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,18408540.52,0.03,18408540.52,435602
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,Equity,18394495.76,0.03,18394495.76,439639
CNDT,CONDUENT INC,Information Technology,Equity,18374941.12,0.03,18374941.12,3892996
ATNX,ATHENEX INC,Health Care,Equity,18333143.68,0.03,18333143.68,1648664
FFWM,FIRST FOUNDATION INC,Financials,Equity,18326851.99,0.03,18326851.99,916801
CARS,CARS.COM INC,Communication,Equity,18316386.66,0.03,18316386.66,1619486
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,18248514.28,0.03,18248514.28,1686554
HFWA,HERITAGE FINANCIAL CORP,Financials,Equity,18233469.43,0.03,18233469.43,791555
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,18230472.75,0.03,18230472.75,318325
NGM,NGM BIOPHARMACEUTICALS INC,Health Care,Equity,18167792.64,0.03,18167792.64,577856
INVA,INNOVIVA INC,Health Care,Equity,18146047.5,0.03,18146047.5,1481310
CLBK,COLUMBIA FINANCIAL INC,Financials,Equity,18107184,0.03,18107184,1166700
ATEC,ALPHATEC HOLDNGS INC,Health Care,Equity,18091794.06,0.03,18091794.06,1275867
HZO,MARINEMAX INC,Consumer Discretionary,Equity,18089021.44,0.03,18089021.44,493696
SRI,STONERIDGE INC,Consumer Discretionary,Equity,18072759.65,0.03,18072759.65,606265
PETQ,PETIQ INC CLASS A,Health Care,Equity,17988542.55,0.03,17988542.55,494055
MDP,MEREDITH CORP,Communication,Equity,17979407.4,0.03,17979407.4,927730
TPRE,THIRD POINT REINSURANCE LTD,Financials,Equity,17943446.97,0.03,17943446.97,1948257
TCRR,TCR2 THERAPEUTICS INC,Health Care,Equity,17936091.68,0.03,17936091.68,594698
ZUMZ,ZUMIEZ INC,Consumer Discretionary,Equity,17934470.19,0.03,17934470.19,489879
ANDE,ANDERSONS INC,Consumer Staples,Equity,17910576,0.03,17910576,746274
ACCO,ACCO BRANDS CORP,Industrials,Equity,17900155.5,0.03,17900155.5,2154050
IHRT,IHEARTMEDIA INC CLASS A,Communication,Equity,17867715.11,0.03,17867715.11,1397553
DNOW,NOW INC,Industrials,Equity,17795762.18,0.03,17795762.18,2553194
OSUR,ORASURE TECHNOLOGIES INC,Health Care,Equity,17736070.5,0.03,17736070.5,1713630
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,17687116.02,0.03,17687116.02,634857
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,17630584.4,0.03,17630584.4,725240
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Equity,17600515.46,0.03,17600515.46,713438
KNL,KNOLL INC,Industrials,Equity,17553294.6,0.03,17553294.6,1206412
CIR,CIRCOR INTERNATIONAL INC,Industrials,Equity,17503253.07,0.03,17503253.07,468879
LBRT,LIBERTY OILFIELD SERVICES INC CLAS,Energy,Equity,17494205.05,0.03,17494205.05,1723567
BHLB,BERKSHIRE HILLS BANCORP INC,Financials,Equity,17492042.14,0.03,17492042.14,1033198
PRLD,PRELUDE THERAPEUTICS INC,Health Care,Equity,17491107.34,0.03,17491107.34,207881
CCF,CHASE CORP,Materials,Equity,17452819.54,0.03,17452819.54,172561
MNKD,MANNKIND CORP,Health Care,Equity,17446791.04,0.03,17446791.04,5302976
WETF,WISDOMTREE INVESTMENTS INC,Financials,Equity,17414899.02,0.03,17414899.02,3279642
XENT,INTERSECT ENT INC,Health Care,Equity,17406011.37,0.03,17406011.37,766447
QADA,QAD INC CLASS A,Information Technology,Equity,17383094.1,0.03,17383094.1,279921
STOK,STOKE THERAPEUTICS INC,Health Care,Equity,17296952.86,0.03,17296952.86,292277
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,17158467.4,0.03,17158467.4,769438
BCOV,BRIGHTCOVE INC,Information Technology,Equity,17109340.06,0.03,17109340.06,934426
AGYS,AGILISYS INC,Information Technology,Equity,17027174.4,0.03,17027174.4,440320
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Equity,16973718.3,0.03,16973718.3,1303665
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,16933429.52,0.03,16933429.52,854792
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,16907668,0.03,16907668,228482
CNOB,CONNECTONE BANCORP INC,Financials,Equity,16893935.36,0.03,16893935.36,865468
TBBK,BANCORP INC,Financials,Equity,16809484.64,0.03,16809484.64,1255376
GLT,GLATFELTER CORP,Materials,Equity,16775687.2,0.03,16775687.2,1021040
VVI,VIAD CORP,Industrials,Equity,16765060,0.03,16765060,474125
ECHO,ECHO GLOBAL LOGISTICS INC,Industrials,Equity,16754742.54,0.03,16754742.54,614402
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,16731177.48,0.03,16731177.48,293684
MYE,MYERS INDUSTRIES INC,Materials,Equity,16716972.72,0.03,16716972.72,840894
PLCE,CHILDRENS PLACE INC,Consumer Discretionary,Equity,16712334.69,0.03,16712334.69,341277
ALEC,ALECTOR INC,Health Care,Equity,16706024.1,0.03,16706024.1,1091897
ADTN,ADTRAN INC,Information Technology,Equity,16690770.6,0.03,16690770.6,1124715
PGEN,PRECIGEN INC,Health Care,Equity,16654930.07,0.03,16654930.07,1667995
EBSB,MERIDIAN BANCORP INC,Financials,Equity,16624554.52,0.03,16624554.52,1120253
CLCT,COLLECTORS UNIVERSE INC,Consumer Discretionary,Equity,16614767,0.03,16614767,220355
OSPN,ONESPAN INC,Information Technology,Equity,16599130.47,0.03,16599130.47,798227
SCHL,SCHOLASTIC CORP,Communication,Equity,16593033.59,0.03,16593033.59,678097
BCOR,BLUCORA INC,Financials,Equity,16555156.84,0.03,16555156.84,1129274
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,16519003.83,0.03,16519003.83,431193
KDMN,KADMON INC,Health Care,Equity,16505799.53,0.03,16505799.53,4055479
ESPR,ESPERION THERAPEUTICS INC,Health Care,Equity,16502690.66,0.03,16502690.66,608282
UEIC,UNIVERSAL ELECTRONICS INC,Consumer Discretionary,Equity,16477622.81,0.03,16477622.81,311663
PMVP,PMV PHARMACEUTICALS INC,Health Care,Equity,16442850.9,0.03,16442850.9,308670
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,16430521.82,0.03,16430521.82,1060718
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,16391498.55,0.03,16391498.55,206885
PFBC,PREFERRED BANK,Financials,Equity,16389414.16,0.03,16389414.16,330232
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,16359353.64,0.03,16359353.64,1527484
TCX,TUCOWS INC,Information Technology,Equity,16353881.16,0.03,16353881.16,220879
LUNG,PULMONX CORP,Health Care,Equity,16352997.18,0.03,16352997.18,260481
CBB,CINCINNATI BELL INC,Communication,Equity,16345908.93,0.03,16345908.93,1070459
OPCH,OPTION CARE HEALTH INC,Health Care,Equity,16277333.63,0.03,16277333.63,1057313
FRO,FRONTLINE LTD,Energy,Equity,16266567.38,0.03,16266567.38,2611006
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,16235794.05,0.03,16235794.05,786237
MITK,MITEK SYSTEMS INC,Information Technology,Equity,16212444.8,0.03,16212444.8,942584
HLIT,HARMONIC INC,Information Technology,Equity,16169426,0.03,16169426,2221075
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,16138758.04,0.03,16138758.04,809366
PLAB,PHOTRONICS INC,Information Technology,Equity,16128730,0.03,16128730,1479700
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,Equity,16099628.16,0.03,16099628.16,611688
RPT,RPT REALTY,Real Estate,Equity,16077687.7,0.03,16077687.7,1889270
CRMT,AMERICAS CAR-MART INC,Consumer Discretionary,Equity,16069878.75,0.03,16069878.75,147769
FLGT,FULGENT GENETICS INC,Health Care,Equity,16028463.84,0.03,16028463.84,315552
BANC,BANC OF CALIFORNIA INC,Financials,Equity,15941177.34,0.03,15941177.34,1081491
PBF,PBF ENERGY INC CLASS A,Energy,Equity,15868447.62,0.03,15868447.62,2340479
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,15771572.88,0.03,15771572.88,738024
BNL,BROADSTONE NET LEASE INC CLASS A,Real Estate,Equity,15750837.9,0.03,15750837.9,802795
PTVE,PACTIV EVERGREEN INC,Materials,Equity,15731914.56,0.03,15731914.56,885806
RXT,RACKSPACE TECHNOLOGY INC,Information Technology,Equity,15718981.74,0.03,15718981.74,796301
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,15713923.82,0.03,15713923.82,214466
VERI,VERITONE INC,Information Technology,Equity,15713870.27,0.03,15713870.27,560609
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Equity,15678788.18,0.03,15678788.18,426866
COWN,COWEN INC CLASS A,Financials,Equity,15672090,0.03,15672090,605100
ALVR,ALLOVIR INC,Health Care,Equity,15665745.87,0.03,15665745.87,423513
SRCE,1ST SOURCE CORP,Financials,Equity,15612744,0.03,15612744,392280
HBNC,HORIZON BNCP IND,Financials,Equity,15606563.18,0.03,15606563.18,1017377
PI,IMPINJ INC,Information Technology,Equity,15601943.92,0.03,15601943.92,394088
SM,SM ENERGY,Energy,Equity,15567472.6,0.03,15567472.6,2684047
PETS,PETMED EXPRESS INC,Consumer Discretionary,Equity,15551980.8,0.03,15551980.8,476470
AGX,ARGAN INC,Industrials,Equity,15521752.92,0.03,15521752.92,347476
ATRS,ANTARES PHARMA INC,Health Care,Equity,15470181.69,0.03,15470181.69,3936433
TBI,TRUEBLUE INC,Industrials,Equity,15463343.24,0.03,15463343.24,822956
SP,SP PLUS CORP,Industrials,Equity,15365207.91,0.03,15365207.91,538941
ICHR,ICHOR HOLDINGS LTD,Information Technology,Equity,15327537.85,0.03,15327537.85,516949
NARI,INARI MEDICAL INC,Health Care,Equity,15313241.58,0.03,15313241.58,180453
IGMS,IGM BIOSCIENCES INC,Health Care,Equity,15309046.97,0.03,15309046.97,172613
NTUS,NATUS MEDICAL INC,Health Care,Equity,15277926.8,0.03,15277926.8,787522
HMST,HOMESTREET INC,Financials,Equity,15274180.74,0.03,15274180.74,460343
UTL,UNITIL CORP,Utilities,Equity,15252374.34,0.03,15252374.34,355782
SGRY,SURGERY PARTNERS INC,Health Care,Equity,15209169.39,0.03,15209169.39,526451
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,15205976.52,0.03,15205976.52,391503
CDMO,AVID BIOSERVICES INC,Health Care,Equity,15205843.84,0.03,15205843.84,1367432
SCSC,SCANSOURCE INC,Information Technology,Equity,15204009.66,0.03,15204009.66,593443
SLQT,SELECTQUOTE INC,Financials,Equity,15188641.16,0.03,15188641.16,738388
CARA,CARA THERAPEUTICS INC,Health Care,Equity,15181593.9,0.03,15181593.9,992910
PASG,PASSAGE BIO INC,Health Care,Equity,15180128.96,0.03,15180128.96,571541
PDFS,PDF SOLUTIONS INC,Information Technology,Equity,15097058.7,0.03,15097058.7,699910
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,15088893.6,0.03,15088893.6,647592
ARCH,ARCH RESOURCES INC CLASS A,Energy,Equity,15071252.02,0.03,15071252.02,362813
TGI,TRIUMPH GROUP INC,Industrials,Equity,15048708.64,0.03,15048708.64,1227464
USCR,U S CONCRETE INC,Materials,Equity,15045610.86,0.03,15045610.86,385686
FBMS,FIRST BANCSHARES INC,Financials,Equity,15032119.15,0.03,15032119.15,494315
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,15008685.44,0.03,15008685.44,1357024
BOOM,DMC GLOBAL INC,Energy,Equity,14991482.75,0.03,14991482.75,349045
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,14984948.16,0.03,14984948.16,2058372
ICPT,INTERCEPT PHARMACEUTICALS INC,Health Care,Equity,14979165.12,0.03,14979165.12,611894
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,14956729.51,0.03,14956729.51,996451
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,14870383.36,0.03,14870383.36,1406848
KOP,KOPPERS HOLDINGS INC,Materials,Equity,14862856.59,0.03,14862856.59,498921
STTK,SHATTUCK LABS INC,Health Care,Equity,14860479.76,0.03,14860479.76,296498
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials,Equity,14849593.92,0.03,14849593.92,4419522
AXGN,AXOGEN INC,Health Care,Equity,14825660.85,0.03,14825660.85,847665
ALBO,ALBIREO PHARMA INC,Health Care,Equity,14806933.38,0.03,14806933.38,394011
YORW,YORK WATER,Utilities,Equity,14806214.7,0.03,14806214.7,314357
CLNC,COLONY CREDIT REAL ESTATE INC CLAS,Financials,Equity,14782483.58,0.03,14782483.58,2033354
ABTX,ALLEGIANCE BANCSHARES INC,Financials,Equity,14769700.05,0.03,14769700.05,440755
EIGI,ENDURANCE INTERNATIONAL GROUP HOLD,Information Technology,Equity,14753462.85,0.03,14753462.85,1561213
NCBS,NICOLET BANKSHARES INC,Financials,Equity,14739236.28,0.03,14739236.28,219236
LBAI,LAKELAND BANCORP INC,Financials,Equity,14707719.76,0.03,14707719.76,1174738
FMTX,FORMA THERAPEUTICS HLDG INC,Health Care,Equity,14673715.2,0.03,14673715.2,402240
RMR,RMR GROUP INC CLASS A,Real Estate,Equity,14602978.2,0.03,14602978.2,366909
BV,BRIGHTVIEW HOLDINGS INC,Industrials,Equity,14593176.64,0.03,14593176.64,970291
GTHX,G1 THERAPEUTICS INC,Health Care,Equity,14574593.08,0.03,14574593.08,802124
VREX,VAREX IMAGING CORP,Health Care,Equity,14558411.7,0.03,14558411.7,911610
BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care,Equity,14502535.96,0.03,14502535.96,439604
WTRE,WATFORD HOLDINGS LTD,Financials,Equity,14469578.32,0.03,14469578.32,417713
ALX,ALEXANDERS REIT INC,Real Estate,Equity,14415245.05,0.02,14415245.05,52163
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Equity,14399742.72,0.02,14399742.72,4090836
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,14314468.52,0.02,14314468.52,333982
OBNK,ORIGIN BANCORP INC,Financials,Equity,14306801.25,0.02,14306801.25,517425
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,14289944.99,0.02,14289944.99,298391
KIDS,ORTHOPEDIATRICS CORP,Health Care,Equity,14259762.9,0.02,14259762.9,307455
SPTN,SPARTANNASH,Consumer Staples,Equity,14244721.4,0.02,14244721.4,830596
BPFH,BOSTON PRIVATE FINANCIAL HOLDINGS,Financials,Equity,14224039.83,0.02,14224039.83,1736757
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,14191839.2,0.02,14191839.2,1843096
CLW,CLEARWATER PAPER CORP,Materials,Equity,14190059.44,0.02,14190059.44,384763
HY,HYSTER YALE MATERIALS HANDLING INC,Industrials,Equity,14179440.78,0.02,14179440.78,240411
BTAI,BIOXCEL THERAPEUTICS INC,Health Care,Equity,14163068,0.02,14163068,300065
BMTC,BRYN MAWR BANK CORP,Financials,Equity,14162121.12,0.02,14162121.12,473808
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,14160942.6,0.02,14160942.6,1160733
DHT,DHT HOLDINGS INC,Energy,Equity,14066703,0.02,14066703,2679372
UVSP,UNIVEST FINANCIAL CORP,Financials,Equity,14006896.92,0.02,14006896.92,688638
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,13988920.22,0.02,13988920.22,332911
FRG,FRANCHISE GROUP INC,Consumer Discretionary,Equity,13980746.44,0.02,13980746.44,511366
DCO,DUCOMMUN INC,Industrials,Equity,13976659.8,0.02,13976659.8,259548
ACCD,ACCOLADE INC,Health Care,Equity,13966566,0.02,13966566,303621
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,13944968,0.02,13944968,785632
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Equity,13921950.56,0.02,13921950.56,482062
PUMP,PROPETRO HOLDING CORP,Energy,Equity,13907102.82,0.02,13907102.82,1876802
STRO,SUTRO BIOPHARMA INC,Health Care,Equity,13899977.28,0.02,13899977.28,650748
NRC,NATIONAL RESEARCH CORP,Health Care,Equity,13889741.45,0.02,13889741.45,317045
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,13774169.4,0.02,13774169.4,3343245
AMRS,AMYRIS INC,Materials,Equity,13763706.12,0.02,13763706.12,2466614
BLFS,BIOLIFE SOLUTIONS INC,Health Care,Equity,13749358.74,0.02,13749358.74,339742
IIIV,I3 VERTICALS INC CLASS A,Information Technology,Equity,13732845,0.02,13732845,421900
LC,LENDINGCLUB CORP,Financials,Equity,13713989.76,0.02,13713989.76,1680636
SFL,SFL LTD,Energy,Equity,13663512.3,0.02,13663512.3,2254705
ATEN,A10 NETWORKS INC,Information Technology,Equity,13621220.02,0.02,13621220.02,1408606
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,13618930.14,0.02,13618930.14,622722
HONE,HARBORONE BANCORP INC,Financials,Equity,13590081.5,0.02,13590081.5,1266550
AAN,AARONS COMPANY INC,Consumer Discretionary,Equity,13551126.48,0.02,13551126.48,800894
TILE,INTERFACE INC,Industrials,Equity,13532404.05,0.02,13532404.05,1354595
STNG,SCORPIO TANKERS INC,Energy,Equity,13500029.42,0.02,13500029.42,1176986
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,Equity,13479507,0.02,13479507,121437
WIFI,BOINGO WIRELESS INC,Communication,Equity,13426504.78,0.02,13426504.78,1066442
WOW,WIDEOPENWEST INC,Communication,Equity,13350361.5,0.02,13350361.5,1289890
HSTM,HEALTHSTREAM INC,Health Care,Equity,13328073,0.02,13328073,606925
QCRH,QCR HOLDINGS INC,Financials,Equity,13322484.4,0.02,13322484.4,343363
SRDX,SURMODICS INC,Health Care,Equity,13308760.08,0.02,13308760.08,320076
DMRC,DIGIMARC CORP,Information Technology,Equity,13305116.21,0.02,13305116.21,282907
GRC,GORMAN-RUPP,Industrials,Equity,13293760.71,0.02,13293760.71,411699
AEGN,AEGION CORP CLASS A,Industrials,Equity,13256049.2,0.02,13256049.2,705109
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Equity,13209603.86,0.02,13209603.86,393026
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Equity,13164750.02,0.02,13164750.02,359006
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary,Equity,13132171.43,0.02,13132171.43,757771
WINA,WINMARK CORP,Consumer Discretionary,Equity,13105348.1,0.02,13105348.1,70421
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,13091405.04,0.02,13091405.04,1074828
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,13083856.02,0.02,13083856.02,449154
FPRX,FIVE PRIME THERAPEUTICS INC,Health Care,Equity,13066169.4,0.02,13066169.4,727515
CASS,CASS INFORMATION SYSTEMS INC,Information Technology,Equity,13052724.84,0.02,13052724.84,339561
NLS,NAUTILUS INC,Consumer Discretionary,Equity,13046407.6,0.02,13046407.6,720796
AVIR,ATEA PHARMACEUTICALS,Health Care,Equity,13012177.08,0.02,13012177.08,330762
UMH,UMH PROPERTIES REIT INC,Real Estate,Equity,12995925.48,0.02,12995925.48,882276
OTRK,ONTRAK INC,Health Care,Equity,12991349.58,0.02,12991349.58,196779
TRST,TRUSTCO BANK CORP,Financials,Equity,12977418.57,0.02,12977418.57,1979774
PARR,PAR PACIFIC HOLDINGS INC,Energy,Equity,12945464.08,0.02,12945464.08,960346
CAL,CALERES INC,Consumer Discretionary,Equity,12901541.16,0.02,12901541.16,868206
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials,Equity,12889448.3,0.02,12889448.3,1276183
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,Equity,12860504.8,0.02,12860504.8,250448
CMO,CAPSTEAD MORTGAGE REIT CORP,Financials,Equity,12860220.03,0.02,12860220.03,2213463
UUUU,ENERGY FUELS INC,Energy,Equity,12859824.25,0.02,12859824.25,3025841
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,12838904.44,0.02,12838904.44,682376
GOSS,GOSSAMER BIO INC,Health Care,Equity,12832690.88,0.02,12832690.88,1331192
VAPO,VAPOTHERM INC,Health Care,Equity,12804628.77,0.02,12804628.77,477963
ZIOP,ZIOPHARM ONCOLOGY INC,Health Care,Equity,12776011.57,0.02,12776011.57,4932823
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,12774444.57,0.02,12774444.57,552289
ASIX,ADVANSIX INC,Materials,Equity,12758820.8,0.02,12758820.8,659030
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy,Equity,12714747.45,0.02,12714747.45,3795447
PAE,PAE INC CLASS A,Industrials,Equity,12690613.32,0.02,12690613.32,1373443
STRL,STERLING CONSTRUCTION INC,Industrials,Equity,12653582.48,0.02,12653582.48,674498
PQG,PQ GROUP HOLDINGS INC,Materials,Equity,12627880.7,0.02,12627880.7,896230
ISEE,IVERIC BIO INC,Health Care,Equity,12609842,0.02,12609842,1958050
CFB,CROSSFIRST BANKSHARES INC,Financials,Equity,12603819.35,0.02,12603819.35,1159505
VEC,VECTRUS INC,Industrials,Equity,12602353.92,0.02,12602353.92,266097
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials,Equity,12569263.52,0.02,12569263.52,60874
ERII,ENERGY RECOVERY INC,Industrials,Equity,12566039.88,0.02,12566039.88,958508
CAC,CAMDEN NATIONAL CORP,Financials,Equity,12525918.24,0.02,12525918.24,358088
UFCS,UNITED FIRE GROUP INC,Financials,Equity,12516002.94,0.02,12516002.94,506926
PRPL,PURPLE INNOVATION INC,Consumer Discretionary,Equity,12500005.5,0.02,12500005.5,393825
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,12480552.6,0.02,12480552.6,674260
TPC,TUTOR PERINI CORP,Industrials,Equity,12463931.03,0.02,12463931.03,953629
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,Equity,12444838.4,0.02,12444838.4,984560
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,12440694.75,0.02,12440694.75,256245
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,12403375.8,0.02,12403375.8,276060
RC,READY CAPITAL CORP,Financials,Equity,12395020.8,0.02,12395020.8,968361
CRSR,CORSAIR GAMING INC,Information Technology,Equity,12392430.72,0.02,12392430.72,348886
HWKN,HAWKINS INC,Materials,Equity,12344787.4,0.02,12344787.4,236038
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,12329152.15,0.02,12329152.15,718901
CAI,CAI INTERNATIONAL INC,Industrials,Equity,12322460.72,0.02,12322460.72,395204
GOGO,GOGO INC,Communication,Equity,12285530.16,0.02,12285530.16,1295942
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Equity,12279523.2,0.02,12279523.2,1096386
ANGO,ANGIODYNAMICS INC,Health Care,Equity,12272281.72,0.02,12272281.72,875029
